Fecha,Evento,Precio,Trend_Previo,Distancia_Pivot_P_%,1m_RSI,1m_MACD,1m_Stoch,1m_ADX,1m_BB_Ancho,1m_BB_Dist,5m_RSI,5m_MACD,5m_Stoch,5m_ADX,5m_BB_Ancho,5m_BB_Dist,15m_RSI,15m_MACD,15m_Stoch,15m_ADX,15m_BB_Ancho,15m_BB_Dist,1h_RSI,1h_MACD,1h_Stoch,1h_ADX,1h_BB_Ancho,1h_BB_Dist,4h_RSI,4h_MACD,4h_Stoch,4h_ADX,4h_BB_Ancho,4h_BB_Dist
2024-02-04,MAX,85.76,Bajista,0.012,32.1,-0.0662,17.83,27.76,0.53,-0.212,45.83,-0.0923,37.2,21.42,0.77,-0.133,47.66,-0.272,60.88,45.24,1.82,-0.021,46.57,-0.4432,82.85,40.19,3.73,-0.273,53.08,0.0643,81.9,18.0,4.29,1.158
2024-02-04,MIN,82.54,Bajista,-3.743,42.34,-0.0606,61.09,30.41,0.51,-0.136,36.68,-0.2103,50.57,39.83,0.9,-0.396,47.93,0.0252,53.54,27.22,2.73,0.261,58.13,-0.0318,47.17,19.82,2.76,0.796,56.8,0.6187,88.13,23.44,7.2,2.142
2024-02-05,MAX,85.93,Bajista,2.501,40.44,-0.0491,64.18,18.23,0.45,-0.117,47.16,-0.184,77.86,36.96,0.96,0.085,40.91,-0.2148,44.97,25.37,1.58,-0.533,58.14,-0.037,96.03,16.27,2.73,0.826,61.13,0.9173,77.21,28.2,8.72,2.966
2024-02-05,MIN,81.36,Bajista,-2.95,59.54,0.0612,65.35,22.56,0.65,0.255,62.73,0.078,100.0,16.59,0.81,0.453,72.3,0.2661,100.0,24.43,2.08,1.297,50.62,0.0074,57.96,16.97,2.7,-0.073,57.84,0.6523,77.59,24.38,7.21,2.204
2024-02-06,MAX,85.37,Alcista,1.853,33.64,-0.0837,20.02,39.81,0.52,-0.232,42.76,-0.1115,63.41,29.92,0.93,-0.152,37.4,-0.1778,6.08,21.39,1.58,-0.597,61.52,0.1765,95.57,21.83,3.14,1.45,53.74,0.9765,49.85,22.61,6.25,0.371
2024-02-06,MIN,82.46,Alcista,-1.619,62.14,-0.011,86.64,17.11,0.57,0.257,52.3,0.1257,2.07,17.66,0.74,-0.028,66.63,0.3044,88.39,24.52,1.86,0.796,45.61,-0.3325,42.91,27.6,3.58,-0.419,64.04,1.0736,74.47,24.62,6.79,2.601
2024-02-07,MAX,84.99,Alcista,1.062,37.93,-0.0822,46.94,43.21,0.48,-0.096,40.41,-0.1635,69.62,34.83,0.82,-0.159,30.12,-0.3221,3.2,39.4,1.53,-0.674,53.13,0.275,67.96,23.96,3.71,0.501,53.22,0.87,22.92,21.38,5.59,0.107
2024-02-07,MIN,82.22,Alcista,-2.232,46.66,0.0348,3.1,25.12,0.49,-0.149,73.54,0.2539,85.19,23.54,1.97,1.415,56.99,0.2714,68.2,32.18,1.88,0.343,52.92,0.3498,7.28,22.31,2.34,0.022,47.46,0.4534,0.36,20.62,4.2,-1.259
2024-02-08,MAX,86.71,Bajista,3.477,34.54,-0.1851,13.23,38.64,1.26,-0.361,45.65,-0.1142,65.5,25.18,1.04,-0.09,46.54,-0.0379,25.71,11.34,0.64,-0.101,52.69,0.3534,27.02,26.73,3.86,-0.143,61.69,0.8878,74.61,21.23,6.0,2.235
2024-02-08,MIN,84.01,Bajista,0.255,69.04,0.1829,69.16,48.62,1.17,0.234,63.1,0.1133,78.93,19.9,0.61,0.37,53.45,0.0203,27.24,26.52,1.01,-0.052,63.23,0.5177,77.93,25.44,3.21,1.331,60.33,0.4575,45.96,19.96,4.61,1.529
2024-02-09,MAX,89.88,Alcista,5.378,51.91,0.0117,85.39,13.94,0.55,0.109,36.68,-0.4916,44.79,41.07,3.94,-0.818,49.51,-0.1128,71.05,22.09,2.2,0.345,56.61,0.2053,78.16,16.84,2.89,0.531,60.0,0.8176,65.77,17.92,6.22,1.615
2024-02-09,MIN,85.12,Alcista,-0.203,63.09,0.0731,33.51,40.57,0.54,0.087,75.85,0.2059,100.0,33.2,1.19,0.591,62.76,0.2829,44.08,33.97,0.84,0.21,59.37,0.5173,81.86,20.37,3.89,0.903,55.57,0.8058,61.87,19.46,5.9,0.782
2024-02-10,MAX,89.26,Alcista,1.969,48.63,0.0059,63.02,9.8,0.23,-0.029,40.96,-0.1115,40.57,18.03,0.65,-0.111,66.62,0.3019,91.3,24.39,2.73,1.029,47.46,-0.2743,43.37,25.77,4.02,-0.526,64.37,1.0977,70.96,26.78,6.57,2.15
2024-02-10,MIN,86.03,Alcista,-1.721,60.14,0.0263,80.43,20.09,0.57,0.146,45.93,-0.0339,35.47,15.24,0.66,-0.119,56.16,0.2653,22.27,31.55,2.6,0.42,48.96,0.2297,32.47,13.73,2.17,-0.357,63.1,1.0294,51.28,22.88,7.7,2.447
2024-02-11,MAX,89.88,Alcista,2.264,44.34,-0.0296,69.39,16.8,0.46,-0.022,63.2,0.0717,94.65,15.8,0.84,0.373,49.58,0.0294,20.32,12.72,0.67,-0.149,37.83,-0.533,23.74,32.26,3.36,-1.339,64.81,1.1185,85.28,27.99,4.86,1.697
2024-02-11,MIN,86.61,Alcista,-1.456,45.66,0.0007,37.97,14.17,0.32,-0.095,39.48,-0.0867,8.26,23.52,0.84,-0.31,40.32,-0.226,29.69,26.97,2.66,-0.653,68.64,0.9005,97.63,34.4,8.89,3.096,56.64,1.1091,64.37,29.2,5.5,0.605
2024-02-12,MAX,91.07,Bajista,3.595,47.75,-0.1041,33.21,23.04,0.73,0.003,51.54,0.032,69.01,16.34,1.43,0.006,50.38,0.3411,0.0,23.41,1.49,-0.316,52.71,0.0782,21.15,21.59,2.25,-0.065,57.55,1.1656,36.67,27.0,5.05,1.043
2024-02-12,MIN,85.02,Bajista,-3.287,54.22,0.0886,25.74,19.52,0.45,-0.03,58.34,0.0833,38.6,12.53,0.61,0.156,87.27,0.9963,90.48,38.89,6.13,3.219,48.42,0.285,1.55,23.25,2.21,-0.912,61.2,1.1541,46.49,27.77,5.43,1.724
2024-02-13,MAX,91.44,Alcista,2.761,37.08,-0.079,41.62,28.47,0.47,-0.123,42.2,-0.1344,45.68,14.53,0.56,-0.149,44.25,-0.0042,41.27,10.54,0.99,-0.122,50.5,0.0809,81.98,17.59,1.98,-0.082,56.99,0.9985,9.78,23.81,4.63,0.907
2024-02-13,MIN,87.8,Alcista,-1.33,51.72,0.023,36.29,23.6,0.87,-0.012,48.11,-0.0079,58.15,20.66,1.52,0.054,55.13,-0.0033,57.23,22.5,1.06,0.455,47.63,0.3551,9.76,18.04,3.95,-0.4,57.37,0.9155,26.28,20.8,3.93,0.789
2024-02-14,MAX,92.83,Bajista,3.578,47.56,-0.0458,28.57,26.48,0.9,-0.17,60.56,0.1317,98.18,23.58,0.65,0.273,45.46,-0.0631,11.47,23.49,1.9,-0.489,62.83,0.5504,82.5,16.54,3.49,1.684,65.59,1.074,49.37,20.47,4.55,2.781
2024-02-14,MIN,89.05,Bajista,-0.64,60.07,0.0692,64.64,26.22,0.64,0.129,37.97,0.0129,0.0,18.16,0.64,-0.421,72.2,0.2385,79.22,23.76,1.67,0.901,52.44,0.231,30.9,15.49,2.32,0.086,57.11,0.948,41.96,19.84,3.88,0.766
2024-02-15,MAX,93.71,Alcista,2.978,44.95,0.0328,0.0,21.44,0.64,-0.113,53.03,-0.0217,98.99,19.28,1.0,0.187,46.63,-0.0386,48.88,22.65,2.3,-0.564,45.02,0.3688,36.87,12.86,3.93,-0.912,51.97,1.2091,27.91,26.24,6.49,-0.055
2024-02-15,MIN,90.05,Alcista,-1.044,37.2,-0.035,0.0,23.41,0.54,-0.247,62.4,0.0988,91.77,14.7,0.74,0.435,56.86,0.2564,33.19,17.63,2.11,0.22,56.13,0.4662,45.07,13.65,3.54,0.701,58.51,1.3893,48.32,26.88,6.97,1.602
2024-02-16,MAX,95.08,Alcista,3.299,24.42,-0.2339,4.12,41.45,1.24,-0.474,49.83,-0.1422,95.96,27.64,0.85,0.188,55.7,0.2047,78.22,13.27,2.02,0.507,48.8,0.216,20.75,10.75,3.6,-0.124,48.58,0.3823,10.79,23.6,6.76,-1.167
2024-02-16,MIN,90.2,Alcista,-2.003,54.49,-0.0045,92.12,17.32,0.78,0.147,35.61,-0.2379,9.26,41.15,1.94,-0.83,59.37,0.2157,95.75,15.91,3.11,1.033,52.32,-0.0521,52.66,11.72,2.75,0.108,40.01,-0.0738,10.82,22.83,7.76,-3.922
2024-02-17,MAX,94.91,Alcista,1.722,42.39,-0.0468,8.36,13.24,0.27,-0.058,43.19,-0.1749,60.91,31.17,0.95,-0.087,62.24,0.1701,89.82,17.78,1.64,0.869,53.27,0.0975,49.36,9.76,2.65,0.497,36.5,-0.8095,0.0,25.75,10.91,-4.739
2024-02-17,MIN,91.1,Alcista,-2.361,51.9,0.0055,74.12,26.53,1.16,0.251,53.48,-0.0151,66.41,23.51,0.89,0.149,65.21,0.2796,88.12,14.92,1.76,0.796,51.08,0.3185,43.84,10.91,2.69,0.073,50.26,-0.6989,42.85,23.1,11.56,-0.918
2024-02-18,MAX,95.6,Bajista,2.429,39.87,-0.1079,41.04,30.21,0.91,-0.248,59.99,0.1724,84.24,21.75,2.06,0.618,42.42,-0.1355,21.61,19.14,2.12,-0.713,52.1,0.5085,13.73,16.28,4.09,-0.046,42.92,-0.5824,52.47,19.08,7.84,-1.491
2024-02-18,MIN,92.68,Bajista,-0.7,56.79,-0.0204,43.26,16.98,0.37,0.119,60.78,0.1039,68.54,18.52,0.65,0.243,62.93,0.144,100.0,14.01,1.48,0.594,71.09,0.7565,91.71,19.81,4.37,2.655,49.84,-0.4328,77.0,20.32,10.15,-0.408
2024-02-19,MAX,98.13,Alcista,4.021,47.74,-0.0405,85.29,33.84,0.48,-0.012,46.23,-0.181,84.77,34.11,1.55,-0.116,50.03,-0.2815,100.0,36.09,2.03,0.381,44.0,-0.6277,58.62,28.26,7.17,-0.826,55.6,1.5831,78.26,29.69,16.19,3.865
2024-02-19,MIN,94.3,Alcista,-0.039,55.36,0.0616,20.35,19.66,0.47,0.089,69.63,0.3543,33.91,41.98,1.96,0.613,50.3,0.4635,3.1,36.47,2.31,-0.334,50.96,-0.0051,25.71,20.57,3.44,-0.195,58.8,0.1517,72.73,21.89,8.51,3.988
2024-02-20,MAX,97.22,Alcista,1.015,35.25,-0.2866,38.94,45.21,1.33,-0.433,52.91,-0.1778,83.03,46.59,1.19,0.548,51.79,0.0728,57.64,22.02,2.07,0.312,40.7,-0.6562,57.35,27.71,6.71,-1.206,58.76,1.6821,65.14,30.04,16.42,5.236
2024-02-20,MIN,90.0,Alcista,-6.487,51.43,0.011,30.09,26.27,0.84,0.082,42.4,-0.5071,98.79,48.9,3.13,-0.343,60.0,0.146,95.37,25.18,3.9,1.493,40.92,-1.1386,61.49,41.94,6.49,-1.276,57.36,1.84,59.25,30.72,16.45,3.973
2024-02-21,MAX,94.31,Bajista,0.633,39.66,-0.08,28.21,31.83,0.42,-0.153,48.45,-0.1143,64.64,25.64,0.91,-0.016,24.59,-0.4698,0.0,34.37,2.68,-1.669,49.18,-0.361,78.75,27.77,3.4,0.75,57.58,1.6892,40.56,31.07,15.74,3.331
2024-02-21,MIN,88.02,Bajista,-6.079,47.06,-0.0432,15.15,25.46,0.35,-0.052,43.66,0.0522,26.45,16.16,0.7,-0.318,56.64,0.415,29.49,24.3,3.6,0.589,52.26,0.3887,44.52,14.98,3.82,0.164,54.54,1.6784,22.81,32.52,13.12,1.177
2024-02-22,MAX,94.0,Bajista,2.875,41.19,-0.0151,3.37,14.34,0.52,-0.251,49.32,-0.0938,96.26,21.91,1.28,0.114,39.03,-0.415,13.28,24.31,2.85,-1.093,62.77,1.053,53.3,29.61,11.78,3.666,55.13,1.9216,46.15,36.51,7.88,1.142
2024-02-22,MIN,90.13,Bajista,-1.361,53.51,0.0783,17.42,24.94,0.51,0.037,58.03,0.0883,89.86,14.53,0.99,0.318,77.0,0.6609,98.28,26.38,4.14,1.665,45.33,-0.1537,9.04,15.54,3.57,-1.107,60.77,1.9493,48.68,33.53,9.19,3.37
2024-02-23,MAX,102.0,Alcista,10.813,33.38,-0.8949,3.15,23.97,5.52,-2.404,49.74,0.0942,57.08,17.97,2.32,0.163,42.13,0.2097,0.0,30.86,2.75,-1.368,54.07,0.9742,20.17,32.71,8.41,-0.134,63.24,2.1566,69.13,40.5,9.44,4.955
2024-02-23,MIN,89.51,Alcista,-2.756,51.62,0.0033,31.68,18.76,0.51,0.09,82.73,0.8213,96.42,33.0,6.37,3.78,58.62,0.8125,53.24,36.32,5.72,0.184,50.27,1.2296,1.94,35.44,10.91,-0.795,63.24,2.1566,69.13,40.5,9.44,4.955
2024-02-24,MAX,104.14,Alcista,9.154,36.88,-0.2007,27.42,24.02,1.09,-0.263,34.74,-0.6557,22.8,38.88,3.63,-0.831,48.19,-0.6277,81.06,26.72,3.65,0.209,50.02,0.1061,23.06,17.32,2.96,-0.393,58.53,1.8328,30.28,35.28,7.82,2.744
2024-02-24,MIN,93.77,Alcista,-1.715,53.15,0.1774,13.39,31.3,0.86,-0.218,52.42,0.013,39.26,20.33,3.85,-0.267,67.25,0.9773,62.56,31.44,5.14,1.916,47.44,0.4508,1.63,27.92,6.05,-1.535,51.77,1.8655,32.67,40.4,8.91,-0.109
2024-02-25,MAX,101.83,Alcista,2.126,39.9,-0.1375,52.78,20.03,1.4,-0.316,39.27,-0.2513,16.78,16.68,1.31,-0.614,56.42,-0.0357,94.98,16.57,2.18,0.878,61.34,0.6675,78.15,16.96,4.47,2.093,60.34,2.8499,84.06,32.38,12.34,3.93
2024-02-25,MIN,97.49,Alcista,-2.226,55.42,-0.0068,89.61,16.59,0.38,0.148,56.7,0.0454,89.79,19.37,1.31,0.486,45.4,-0.0448,33.6,17.13,1.81,-0.495,49.28,0.5959,37.27,16.13,4.77,-0.094,60.34,2.8499,84.06,32.38,12.34,3.93
2024-02-26,MAX,104.08,Bajista,4.153,40.56,-0.1067,42.07,13.14,1.09,-0.391,54.65,-0.0805,96.34,23.97,1.65,0.288,49.91,0.1811,19.17,17.15,1.07,-0.147,59.93,0.5216,55.23,10.95,3.56,1.392,63.68,2.6669,77.11,19.72,12.34,4.72
2024-02-26,MIN,97.94,Bajista,-1.991,68.55,0.3119,55.79,36.67,1.51,0.367,44.39,-0.0759,14.26,18.88,1.25,-0.385,60.81,0.7296,16.08,31.7,5.04,1.196,60.82,0.7062,79.67,16.01,3.28,1.418,65.5,2.3632,54.08,20.62,11.62,6.179
2024-02-27,MAX,106.11,Alcista,4.391,33.38,-0.1973,3.99,21.19,1.55,-0.647,43.46,-0.0694,3.11,18.16,1.77,-0.569,46.2,0.0337,69.25,13.62,2.06,-0.245,63.34,0.7894,40.62,15.17,4.28,2.015,52.02,2.8162,56.67,21.46,12.69,-0.391
2024-02-27,MIN,101.06,Alcista,-0.577,63.67,0.146,81.69,30.31,0.82,0.314,67.31,0.3178,90.79,21.64,2.08,0.744,52.02,0.3419,27.59,27.12,2.48,0.015,51.13,0.8983,58.66,16.82,5.15,-0.005,65.95,3.2535,95.81,21.08,14.9,5.282
2024-02-28,MAX,108.94,Alcista,4.727,38.22,-1.7758,96.38,51.02,12.9,-1.825,48.61,-0.4799,93.6,38.86,3.27,0.664,44.29,0.0387,29.38,29.1,4.08,-0.384,42.99,0.6699,6.63,19.28,9.15,-2.505,57.66,1.5207,17.06,20.69,10.27,1.594
2024-02-28,MIN,96.0,Alcista,-7.713,53.6,0.0007,69.99,26.7,2.85,0.762,48.6,-0.3076,71.69,36.26,2.92,0.673,60.82,0.266,66.67,26.02,4.35,1.917,42.99,0.6699,6.63,19.28,9.15,-2.505,57.66,1.5207,17.06,20.69,10.27,1.594
2024-02-29,MAX,115.05,Bajista,11.529,40.8,-0.2245,15.82,27.03,1.7,-0.447,50.3,-0.1905,90.28,24.07,2.2,0.196,42.62,-0.4821,86.88,29.45,3.35,-0.382,50.09,-0.0789,21.05,14.36,5.19,0.141,56.69,1.7188,59.52,18.88,6.93,0.876
2024-02-29,MIN,103.11,Bajista,-0.045,57.4,0.0343,95.42,22.5,0.71,0.334,73.65,0.5541,100.0,32.58,3.7,1.685,55.22,0.3684,52.46,16.93,1.47,0.071,66.93,0.7995,100.0,13.96,5.39,2.992,56.35,1.7723,53.21,16.32,7.38,1.078
2024-03-01,MAX,110.72,Alcista,2.506,76.65,0.2822,100.0,50.43,1.4,0.538,57.44,0.3451,78.24,22.99,2.21,0.377,55.88,0.6443,16.46,22.73,2.77,-0.005,55.98,1.1937,2.23,24.93,5.1,0.391,60.12,0.5871,70.48,24.08,17.46,7.395
2024-03-01,MIN,105.86,Alcista,-1.994,61.56,0.2362,6.73,39.74,0.85,0.06,52.48,0.5066,3.1,34.84,2.15,-0.286,61.28,0.4219,40.24,16.1,1.67,0.871,66.17,1.1947,92.9,17.39,7.42,3.315,31.69,0.3819,38.4,19.21,14.19,-12.845
2024-03-02,MAX,118.78,Alcista,8.899,29.65,-0.4182,0.44,29.37,2.45,-0.949,43.79,-0.1832,42.29,12.08,1.38,-0.324,51.6,0.2562,10.24,13.43,1.91,-0.094,41.89,-0.5244,51.96,28.79,5.81,-1.538,59.25,3.3057,82.05,17.78,25.08,7.037
2024-03-02,MIN,109.86,Alcista,0.721,62.54,0.1546,80.52,17.18,1.16,0.48,75.12,0.5499,100.0,31.28,2.35,1.496,47.63,0.3112,32.83,17.85,1.96,-0.825,51.17,0.997,9.95,25.19,4.26,-0.549,62.94,1.4834,81.75,22.77,19.69,9.893
2024-03-03,MAX,119.29,Alcista,3.758,50.65,-0.0411,50.08,21.75,1.11,-0.004,40.8,-0.2128,51.46,14.1,2.1,-0.683,33.89,-0.5869,12.7,21.62,3.23,-1.699,48.31,-0.5045,35.54,23.58,2.41,-0.045,63.91,4.2042,90.17,16.8,28.0,10.273
2024-03-03,MIN,104.0,Alcista,-9.542,54.73,0.0706,95.06,34.54,1.19,0.416,51.78,0.0846,70.3,27.6,3.26,0.52,47.94,-0.2084,12.62,33.37,2.03,-0.159,55.72,-0.12,82.91,28.46,3.08,1.649,67.56,4.8496,96.31,17.1,30.39,13.346
2024-03-04,MAX,115.6,Bajista,3.211,40.15,-0.0762,7.43,17.53,0.89,-0.428,42.65,-0.5336,77.13,28.28,4.15,-0.696,52.8,0.311,77.23,13.68,4.96,0.682,19.28,-1.4316,0.14,23.55,14.84,-13.96,60.81,4.7624,30.3,24.69,25.04,4.745
2024-03-04,MIN,105.06,Bajista,-6.199,56.43,0.0521,95.14,46.7,0.69,0.187,45.04,0.1761,0.51,31.4,1.83,-0.49,51.01,0.3127,24.37,24.49,3.96,0.044,56.55,1.1271,54.39,15.11,7.1,1.627,62.71,5.1008,45.85,23.14,33.95,7.966
2024-03-05,MAX,119.98,Alcista,7.442,22.56,-0.7059,15.44,26.28,3.16,-2.106,54.64,0.2109,89.93,7.77,1.26,0.311,50.82,0.4662,42.19,8.6,3.65,0.019,55.69,-0.7481,99.57,33.2,21.11,3.613,58.08,3.9941,9.08,27.58,10.71,1.376
2024-03-05,MIN,88.47,Alcista,-20.775,46.93,-0.5002,41.62,44.15,2.42,-0.125,48.62,-0.2044,62.23,43.36,5.71,0.782,36.41,-0.9587,8.39,45.88,4.68,-2.018,73.16,4.2625,85.41,34.34,21.57,7.726,55.79,3.3222,14.43,29.36,8.18,0.104
2024-03-06,MAX,128.25,Bajista,22.454,58.14,-0.1365,96.65,30.94,1.89,0.421,42.85,-0.6298,51.68,27.42,3.23,-0.591,55.42,-0.3724,65.39,32.45,2.67,1.073,56.09,2.1215,0.05,36.39,8.73,0.737,56.49,2.2158,73.24,24.4,7.78,1.202
2024-03-06,MIN,102.07,Bajista,-2.543,60.72,0.1597,39.78,18.64,0.8,0.215,82.51,1.3389,91.66,46.89,7.16,2.861,60.53,1.5703,16.48,38.31,4.32,0.387,60.53,2.5814,12.58,29.52,11.98,1.499,49.0,2.1514,3.96,26.32,7.02,-3.258
2024-03-07,MAX,134.26,Alcista,12.499,39.61,-0.5125,77.96,26.12,0.89,-0.116,36.73,-0.4556,3.45,16.92,1.85,-0.755,53.53,-0.2406,66.67,14.16,1.54,0.517,50.79,0.4128,11.82,19.67,4.67,-0.804,51.78,1.728,31.97,23.64,9.07,-0.25
2024-03-07,MIN,120.71,Alcista,1.145,66.72,0.376,95.82,25.24,2.08,0.646,55.45,0.4506,45.12,13.76,1.31,0.206,52.72,-0.02,60.91,11.13,3.04,0.065,63.56,1.6675,34.48,39.08,4.94,1.86,61.72,2.57,77.56,25.15,8.82,4.096
2024-03-08,MAX,138.29,Alcista,6.628,41.12,-0.4641,62.14,43.3,1.66,-0.369,41.67,-0.8318,77.24,34.24,4.66,-1.336,43.6,-0.5381,47.37,32.03,3.22,-0.565,45.16,0.2976,11.92,12.91,4.03,-0.893,69.99,3.1423,89.13,21.15,14.44,10.423
2024-03-08,MIN,126.7,Alcista,-2.308,49.15,-0.0189,25.66,26.27,2.53,-0.284,49.69,0.0376,78.43,17.13,2.23,0.045,49.62,-0.0079,65.01,20.92,2.48,0.305,44.26,0.0298,0.0,13.5,4.12,-0.938,69.99,3.1423,89.13,21.15,14.44,10.423
2024-03-09,MAX,135.34,Bajista,2.082,46.21,-0.1214,90.46,17.11,0.48,-0.001,41.37,-0.227,65.27,24.23,1.07,-0.322,49.68,-0.3831,89.8,15.94,1.55,0.281,39.81,-1.2329,13.95,18.5,7.12,-2.208,55.69,3.6778,34.08,20.99,16.82,2.21
2024-03-09,MIN,128.73,Bajista,-2.904,63.66,0.2571,61.8,33.26,1.34,0.289,57.65,0.6458,5.49,32.76,3.42,0.332,36.91,-0.4497,3.5,18.58,4.5,-1.757,33.73,-0.7566,0.0,15.18,5.18,-3.459,58.28,3.9584,40.12,21.1,18.08,3.966
2024-03-10,MAX,133.8,Bajista,1.479,38.78,-0.342,50.65,38.63,1.88,-0.384,48.85,-0.0396,58.69,15.33,1.82,0.021,30.92,-1.5368,47.01,40.79,7.39,-2.319,65.61,1.9622,89.41,25.56,14.13,5.139,42.96,1.3537,7.63,18.22,15.85,-5.44
2024-03-10,MIN,122.6,Bajista,-7.016,58.25,0.2305,32.83,21.69,0.81,0.122,47.42,-0.5242,49.35,36.74,4.86,-0.507,56.24,1.2146,45.26,28.06,8.94,1.409,58.86,1.4818,44.99,21.41,3.57,0.949,40.35,-0.6582,3.39,21.47,18.61,-7.278
2024-03-11,MAX,138.83,Bajista,8.639,40.75,-0.0198,5.58,14.96,0.84,-0.32,46.42,-0.0602,18.98,15.01,1.25,-0.303,45.85,-0.2666,46.63,21.07,3.54,-0.891,40.74,-0.7432,20.17,25.42,7.38,-2.976,41.78,-1.6563,9.1,22.45,20.38,-6.44
2024-03-11,MIN,120.0,Bajista,-6.096,58.43,0.2393,79.09,15.87,1.86,0.429,71.57,0.8169,100.0,25.96,5.28,2.66,66.54,1.5385,71.94,32.11,4.37,1.935,54.95,1.2217,32.8,19.46,3.22,0.161,40.4,-1.1558,1.08,21.79,19.14,-7.171
2024-03-12,MAX,138.95,Alcista,5.318,44.02,-0.1218,71.55,24.85,0.49,-0.074,48.52,-0.0526,85.58,22.18,1.37,0.158,40.98,-0.745,66.91,27.91,4.03,-0.99,70.11,1.6121,100.0,24.07,10.33,6.599,31.89,-3.1456,0.0,25.09,22.03,-10.878
2024-03-12,MIN,123.08,Alcista,-6.71,64.52,0.5707,51.6,25.7,2.77,0.778,73.73,1.0649,100.0,29.36,3.85,1.533,56.39,0.9222,61.25,16.39,2.14,0.18,53.29,1.655,5.42,29.36,9.76,-0.988,40.75,-4.1525,32.26,29.29,22.72,-5.666
2024-03-13,MAX,154.05,Bajista,16.258,32.27,-0.7452,76.52,37.42,2.09,-0.604,38.6,-0.7099,45.73,19.5,2.83,-0.623,44.76,-0.5433,78.41,15.2,2.39,-0.107,48.32,-0.8089,43.14,20.47,5.28,-0.594,48.94,-1.9915,97.27,25.99,13.53,1.173
2024-03-13,MIN,134.02,Bajista,1.142,65.76,0.3067,46.6,29.78,1.12,0.413,63.36,0.3278,92.38,20.59,1.13,0.5,75.24,2.7984,24.61,57.52,9.38,2.594,44.2,0.1412,10.83,22.89,7.97,-2.688,48.27,-3.1749,88.1,28.17,19.11,-0.396
2024-03-14,MAX,146.1,Alcista,1.722,62.83,0.1227,99.68,26.59,1.24,0.544,36.72,-0.5265,16.22,18.04,2.47,-0.827,56.01,0.3144,80.63,15.75,2.98,0.862,40.81,-2.4064,15.04,29.49,11.18,-2.942,39.72,-2.1809,60.78,27.1,12.34,-3.368
2024-03-14,MIN,132.02,Alcista,-8.081,64.11,0.5166,77.43,28.95,1.62,0.518,58.96,0.2257,74.34,15.37,1.29,0.411,28.12,-0.3265,0.0,18.38,4.62,-3.779,47.65,-2.1508,67.79,39.42,6.83,0.707,33.04,-3.5692,15.71,31.85,15.74,-8.165
2024-03-15,MAX,141.78,Bajista,1.836,43.31,-0.0989,14.91,19.01,0.55,-0.148,23.01,-1.864,27.98,47.58,8.26,-2.871,50.54,-0.9898,89.39,43.54,4.55,1.593,44.14,-1.523,63.64,31.14,4.79,-0.345,38.93,-3.7299,23.25,33.47,16.04,-4.516
2024-03-15,MIN,122.0,Bajista,-12.371,67.94,0.6709,95.24,21.06,2.84,1.223,42.12,-0.9446,22.06,28.05,5.01,-1.135,44.01,-0.3375,59.1,22.22,3.29,-0.533,31.42,-1.68,0.0,26.71,6.92,-4.414,33.23,-4.5539,12.47,36.11,19.94,-8.625
2024-03-16,MAX,130.5,Bajista,-0.389,45.13,-0.1237,73.59,19.33,0.65,-0.074,47.16,-0.182,20.33,23.31,1.3,-0.211,50.44,-0.1064,84.46,10.76,2.35,0.085,43.08,-1.951,92.79,35.87,9.6,-0.982,46.99,-3.8191,59.58,40.99,21.91,-1.349
2024-03-16,MIN,116.13,Bajista,-11.358,47.28,0.2271,51.41,19.88,1.41,-0.147,52.23,-0.1061,74.01,16.64,3.3,0.097,41.73,-0.0989,4.58,16.74,2.52,-1.245,60.36,1.2249,63.02,15.64,8.68,2.707,51.48,-1.3975,96.93,41.13,15.97,2.753
2024-03-17,MAX,129.67,Bajista,6.444,28.66,-0.3513,5.18,33.2,1.43,-0.501,28.9,-0.7573,8.81,28.37,3.36,-2.039,60.57,0.6182,95.74,17.27,4.48,1.48,35.58,-1.4567,12.81,16.05,9.24,-4.099,45.34,-0.1924,61.01,36.72,15.52,0.381
2024-03-17,MIN,113.34,Bajista,-6.961,65.69,0.1342,100.0,21.54,1.83,0.96,57.95,0.7951,12.39,33.97,5.3,0.55,63.45,0.8226,80.65,25.66,3.29,1.854,51.89,0.6395,26.63,13.42,4.11,-0.365,56.57,-0.6014,98.72,38.76,14.83,5.527
2024-03-18,MAX,129.58,Alcista,5.062,35.57,-0.2298,13.36,35.94,1.0,-0.353,36.5,-0.2631,21.36,17.24,1.46,-0.77,43.53,-0.2832,43.66,18.71,3.51,-0.435,33.58,-3.0969,17.41,29.22,14.06,-5.271,47.97,-0.3721,32.06,37.54,14.9,1.016
2024-03-18,MIN,118.92,Alcista,-3.581,63.29,0.315,26.08,32.81,1.61,0.409,71.28,0.843,59.71,36.58,4.22,1.564,36.03,-1.3452,13.24,23.58,9.23,-3.085,32.17,-2.0078,27.23,30.89,7.53,-3.584,53.26,0.0779,62.12,35.02,11.46,1.98
2024-03-19,MAX,124.8,Bajista,0.632,28.59,-0.4871,5.69,31.22,2.71,-1.033,47.46,-0.5361,94.42,25.82,3.65,0.828,38.66,-1.8959,37.3,37.37,7.16,-1.941,37.22,-2.2059,54.69,30.27,8.86,-3.973,54.73,0.46,79.97,32.3,9.41,1.944
