Fecha,Evento,Precio,Trend_Previo,Distancia_Pivot_P_%,1m_RSI,1m_MACD,1m_Stoch,1m_ADX,1m_BB_Ancho,1m_BB_Dist,5m_RSI,5m_MACD,5m_Stoch,5m_ADX,5m_BB_Ancho,5m_BB_Dist,15m_RSI,15m_MACD,15m_Stoch,15m_ADX,15m_BB_Ancho,15m_BB_Dist,1h_RSI,1h_MACD,1h_Stoch,1h_ADX,1h_BB_Ancho,1h_BB_Dist,4h_RSI,4h_MACD,4h_Stoch,4h_ADX,4h_BB_Ancho,4h_BB_Dist
2024-06-29,MAX,97.45,Alcista,3.194,36.48,-0.073,2.1,28.5,0.69,-0.296,37.42,-0.1537,25.18,20.95,1.22,-0.495,44.48,-0.2814,70.15,20.5,1.35,-0.098,68.17,0.694,100.0,29.26,5.06,3.139,29.53,-3.2727,8.03,52.2,26.64,-9.179
2024-06-29,MIN,93.51,Alcista,-0.978,61.05,0.2479,59.0,51.07,0.95,0.172,61.08,0.4056,51.57,40.65,2.66,0.509,63.49,0.2471,84.5,24.36,1.16,0.459,44.13,0.0266,10.34,23.77,2.62,-0.784,27.15,-1.8884,2.61,43.55,18.63,-10.258
2024-06-30,MAX,98.12,Alcista,2.39,36.91,-0.0924,67.25,29.44,0.34,-0.086,35.51,-0.2409,50.72,19.63,1.24,-0.504,44.5,-0.0877,45.18,20.1,1.22,-0.283,57.28,0.578,9.59,29.08,5.36,0.85,18.91,-4.3433,3.81,58.04,31.12,-16.311
2024-06-30,MIN,94.4,Alcista,-1.492,51.28,0.0423,0.63,15.03,0.43,-0.004,39.43,-0.0852,11.14,20.35,0.81,-0.358,67.11,0.5411,96.28,39.17,4.38,1.625,55.8,0.6703,52.19,28.83,5.42,1.088,27.08,-3.4774,9.78,53.97,27.58,-10.128
2024-07-01,MAX,99.94,Alcista,3.411,33.2,-0.1599,25.23,22.04,0.77,-0.221,48.29,-0.1734,91.49,24.53,1.18,0.11,54.51,-0.0799,57.93,10.65,1.9,0.387,36.6,-0.5825,26.04,20.15,5.37,-2.068,35.68,-3.7875,97.42,61.53,23.55,-4.692
2024-07-01,MIN,96.28,Alcista,-0.376,73.78,0.1343,99.24,30.3,1.03,0.66,70.5,0.3973,98.81,33.87,1.32,0.753,49.77,0.0126,28.72,19.17,3.27,-0.492,45.63,0.1939,20.81,24.21,2.26,-0.92,36.62,-4.1442,96.52,61.81,26.66,-5.47
2024-07-02,MAX,99.6,Alcista,1.46,39.8,-0.0536,0.0,15.85,0.45,-0.222,47.56,-0.112,77.3,12.21,1.06,-0.019,40.6,-0.5396,67.19,27.85,3.52,-0.664,36.19,-1.67,73.12,31.93,10.29,-1.769,45.92,-2.5403,100.0,57.81,16.46,1.395
2024-07-02,MIN,88.36,Alcista,-9.99,36.42,-0.2415,26.05,37.99,0.6,-0.255,48.83,-0.0474,58.61,25.93,3.9,0.352,53.73,-0.1567,91.07,20.6,1.99,0.913,23.18,-1.986,0.3,39.89,8.93,-4.765,46.1,-1.6664,87.65,52.97,11.77,1.972
2024-07-03,MAX,92.35,Bajista,-0.845,51.58,-0.0558,68.37,15.51,0.77,0.193,51.52,-0.055,47.76,19.82,1.64,0.143,45.56,-0.2536,89.11,21.58,1.95,0.149,42.33,-1.5578,98.42,39.97,8.95,-0.912,41.35,-1.7148,57.68,52.74,11.13,-0.421
2024-07-03,MIN,83.8,Bajista,-10.025,44.49,-0.0309,3.16,17.36,0.56,-0.175,51.78,0.1071,49.34,24.49,2.12,0.218,54.82,-0.0296,97.83,24.59,3.76,0.888,31.78,-1.716,27.6,50.26,8.86,-3.899,46.01,-1.3371,70.41,48.06,7.67,-0.047
2024-07-04,MAX,85.87,Bajista,-1.06,34.45,-0.098,0.46,25.25,0.94,-0.391,43.43,-0.0513,46.42,14.25,1.23,-0.46,28.3,-0.5341,0.75,35.59,3.25,-2.069,34.08,-2.4194,73.5,51.79,16.22,-5.648,50.27,-0.9749,74.39,43.94,7.4,1.576
2024-07-04,MIN,78.69,Bajista,-9.333,33.84,-0.4696,63.41,48.99,3.81,-1.412,48.82,-0.3028,92.51,48.79,3.12,0.547,47.49,-0.5548,72.24,43.33,9.63,0.832,48.45,-0.0211,30.85,19.05,7.42,0.294,53.85,-0.2801,95.93,34.47,7.79,2.462
2024-07-05,MAX,80.37,Bajista,-1.221,46.25,-0.0444,19.93,13.35,1.1,-0.28,50.07,-0.0127,57.21,17.93,1.55,-0.085,47.61,0.1766,13.25,28.98,1.34,-0.497,60.92,0.8348,69.76,19.78,6.87,2.12,63.74,0.733,100.0,28.59,11.93,6.104
2024-07-05,MIN,70.74,Bajista,-13.057,49.08,-0.0825,59.22,27.34,1.05,0.081,58.66,0.5842,60.59,29.59,8.33,1.698,57.95,-0.1857,86.63,30.83,3.64,1.746,58.45,0.1137,71.35,17.12,3.4,1.905,58.1,-0.0138,100.0,32.56,8.68,4.125
2024-07-06,MAX,83.57,Alcista,8.561,49.38,-0.0144,79.62,15.43,0.28,0.062,48.38,-0.2219,100.0,31.83,1.9,0.052,43.61,-0.2468,45.9,24.56,2.33,-0.366,40.4,-0.9103,54.24,30.52,7.72,-1.704,70.13,2.4631,83.39,31.02,18.14,7.608
2024-07-06,MIN,78.38,Alcista,1.819,66.09,0.149,76.67,32.05,1.27,0.461,40.61,-0.0904,28.11,10.42,0.96,-0.374,54.86,0.3386,51.95,26.52,4.52,0.552,49.94,0.3959,6.34,17.84,4.11,-0.624,70.05,1.5111,98.92,27.44,16.47,8.321
2024-07-07,MAX,83.32,Alcista,2.004,34.48,-0.111,68.22,17.58,0.67,-0.235,54.41,0.0382,93.23,24.55,1.89,0.497,37.82,-0.2511,39.98,24.91,2.16,-0.657,50.14,-0.765,80.22,29.57,7.45,0.2,71.64,2.6437,91.76,32.38,19.16,7.901
2024-07-07,MIN,77.87,Alcista,-4.668,56.2,0.0322,88.09,23.57,1.33,0.412,50.27,-0.2447,93.35,33.44,3.11,0.619,62.25,0.4795,88.38,28.06,4.54,1.294,58.09,0.4725,72.19,12.57,3.37,0.783,75.31,3.0506,87.36,39.43,17.89,8.016
2024-07-08,MAX,84.15,Bajista,5.442,52.48,0.0478,82.71,19.38,0.88,0.145,51.97,0.0398,60.37,22.65,1.75,-0.071,49.29,-0.1367,16.53,27.59,3.9,-0.579,58.09,0.5005,73.16,11.48,3.07,1.047,73.85,3.3242,94.32,44.61,16.6,5.723
2024-07-08,MIN,75.39,Bajista,-5.534,45.91,-0.0785,20.07,18.75,1.14,-0.083,63.49,0.2392,42.47,29.97,2.26,0.818,65.22,0.3806,39.19,23.57,3.69,1.531,56.39,0.4786,76.23,11.22,3.07,0.575,75.52,3.1987,90.17,41.29,17.58,7.304
2024-07-09,MAX,86.17,Alcista,7.035,45.23,-0.0004,37.25,16.94,0.64,-0.152,44.65,-0.0863,37.24,17.21,1.04,-0.241,70.79,0.5464,99.48,32.96,4.64,2.452,68.1,1.4089,77.14,42.27,6.36,1.987,78.51,3.6264,95.98,54.9,13.61,5.932
2024-07-09,MIN,81.21,Alcista,0.874,55.56,0.0967,38.8,24.22,0.98,0.109,51.54,0.1399,57.44,17.4,0.74,-0.098,50.59,-0.0015,56.99,14.49,1.07,-0.079,71.58,1.1726,100.0,29.69,6.85,3.173,74.54,3.3216,46.1,48.94,14.31,5.96
2024-07-10,MAX,91.16,Alcista,8.262,45.66,-0.0347,24.52,30.52,0.7,-0.185,50.19,-0.0297,59.08,17.21,1.29,0.072,61.28,0.0732,98.63,20.01,2.2,0.996,56.51,0.8357,6.19,35.36,4.94,-0.039,63.28,3.5326,56.77,58.79,13.54,1.745
2024-07-10,MIN,83.75,Alcista,-0.538,63.33,0.1583,77.75,23.1,0.89,0.284,65.43,0.1254,95.02,21.49,1.56,0.718,51.81,0.3691,9.71,34.47,2.7,-0.375,60.72,1.0126,10.33,38.55,5.65,0.936,80.29,3.7327,100.0,56.27,14.24,6.519
2024-07-11,MAX,95.9,Alcista,8.162,41.55,-0.1848,68.85,20.04,1.25,-0.155,43.7,-0.3236,78.25,23.92,3.72,-0.567,48.42,-0.0761,29.96,22.18,3.18,-0.474,67.29,1.229,90.81,33.01,6.53,2.658,58.63,2.7314,16.64,54.26,10.86,0.401
2024-07-11,MIN,88.45,Alcista,-0.241,55.37,0.025,66.31,14.98,0.47,0.122,57.15,0.1477,53.29,17.87,1.52,0.374,70.41,0.5188,75.28,38.27,3.09,1.496,61.29,0.7818,53.58,31.1,3.15,0.397,62.11,3.2318,23.44,57.34,12.08,1.092
2024-07-12,MAX,98.36,Alcista,6.492,49.2,0.0052,51.78,21.88,0.75,-0.118,42.31,-0.1219,8.97,23.43,1.94,-0.513,51.77,0.259,69.39,27.12,1.97,0.113,73.41,1.0239,97.2,30.94,5.33,3.08,46.06,1.2363,6.76,39.12,6.46,-3.53
2024-07-12,MIN,91.86,Alcista,-0.545,59.19,0.1791,18.58,31.97,0.81,0.103,54.29,0.0513,60.49,11.39,1.2,0.267,57.14,0.2181,56.13,11.52,2.48,0.578,60.52,0.8901,4.31,31.67,5.23,0.614,56.3,2.3789,16.57,49.9,8.18,-0.143
2024-07-13,MAX,101.7,Alcista,6.077,37.21,-0.0089,0.0,41.58,0.68,-0.412,58.65,-0.0107,99.68,15.37,1.62,0.459,66.67,0.4068,62.83,29.14,2.67,1.58,65.47,1.217,67.03,56.74,4.41,1.156,40.74,-0.2275,14.75,28.76,9.68,-4.778
2024-07-13,MIN,95.52,Alcista,-0.369,72.59,0.062,93.18,21.96,0.52,0.377,77.73,0.4856,96.16,45.2,2.57,1.484,60.73,0.5231,15.17,36.79,1.48,0.176,66.23,1.1799,77.79,51.91,4.89,1.642,45.52,0.0799,11.75,30.59,9.43,-3.179
2024-07-14,MAX,104.99,Alcista,6.247,42.02,-0.0892,24.99,15.6,0.55,-0.143,47.79,0.0322,4.71,19.61,1.15,-0.139,39.38,-0.1189,3.9,19.27,1.59,-0.835,52.89,0.2163,77.38,29.93,5.14,0.29,51.58,-0.5318,43.51,26.11,9.51,0.01
2024-07-14,MIN,99.05,Alcista,0.236,40.67,-0.0513,10.99,28.52,1.08,-0.368,43.88,0.159,14.33,22.27,2.49,-0.333,58.75,0.3166,34.66,25.79,2.24,0.673,58.15,1.101,36.06,55.49,3.81,0.394,45.11,-0.3521,17.77,28.71,9.56,-3.003
2024-07-15,MAX,106.62,Alcista,3.719,50.75,0.0222,52.51,22.9,0.81,0.104,31.97,-0.2269,0.0,22.21,2.04,-1.127,36.34,-0.4345,33.29,20.24,2.62,-1.366,55.28,0.3872,78.58,23.26,5.48,1.255,51.51,-0.081,90.69,22.12,6.41,0.719
2024-07-15,MIN,101.2,Alcista,-1.553,45.65,-0.0111,35.26,22.55,0.37,-0.032,56.73,-0.0145,43.02,13.11,1.34,0.364,56.74,0.4734,23.69,29.53,3.7,0.79,34.6,-0.4379,5.59,19.65,5.9,-3.362,49.74,-0.0535,70.26,19.58,5.8,0.336
2024-07-16,MAX,106.75,Bajista,2.723,39.17,-0.1593,22.32,21.18,0.98,-0.33,37.95,-0.1362,18.58,19.61,1.36,-0.785,52.16,-0.0571,95.74,11.44,1.92,0.38,35.61,-0.953,29.67,19.83,4.76,-2.274,50.12,-0.0259,58.02,15.05,5.29,0.481
2024-07-16,MIN,99.24,Bajista,-4.503,41.8,-0.0829,53.69,21.01,0.77,-0.177,66.08,0.3741,85.85,34.76,2.87,0.925,53.31,0.0084,25.52,17.67,2.46,-0.037,43.76,-0.9012,59.07,22.8,4.54,-0.306,42.78,-0.3804,10.32,14.83,5.61,-1.51
2024-07-17,MAX,103.6,Bajista,1.373,37.9,-0.13,75.15,28.28,0.98,-0.293,50.57,-0.2248,58.03,20.3,1.04,0.149,43.57,-0.1101,39.87,18.52,1.22,-0.521,50.0,-0.5102,77.9,18.43,2.85,0.731,43.93,-0.4416,8.45,16.09,5.54,-1.122
2024-07-17,MIN,97.3,Bajista,-4.791,50.35,0.0685,16.25,22.17,0.96,-0.122,54.43,0.1384,55.16,19.37,1.66,0.241,44.78,-0.2051,21.86,9.72,1.64,-0.302,43.7,-0.5465,48.28,24.59,4.22,-0.95,40.85,-0.8717,10.99,18.33,7.04,-2.651
2024-07-18,MAX,100.42,Bajista,0.786,44.91,-0.1111,92.87,29.5,0.73,0.049,32.08,-0.7504,70.94,56.0,4.25,-1.044,48.21,-0.1925,56.5,36.18,1.7,0.252,61.75,0.2556,98.95,23.45,5.03,2.025,35.94,-1.3474,18.47,22.04,8.94,-4.085
2024-07-18,MIN,95.33,Bajista,-4.322,54.37,0.0698,41.17,17.4,0.69,-0.033,57.92,0.0473,67.74,18.4,0.8,0.441,50.63,0.0483,87.52,21.9,1.12,0.13,62.66,0.5966,96.57,25.32,6.32,2.11,44.13,-1.2807,38.21,22.17,8.77,-1.816
2024-07-19,MAX,101.29,Alcista,3.269,49.89,-0.0009,73.79,18.89,0.49,-0.002,36.21,-0.0683,4.07,14.74,0.54,-0.378,46.16,-0.0917,20.94,25.63,1.43,-0.292,44.97,-0.0948,7.98,18.41,1.97,-0.647,38.23,-1.2599,40.43,26.66,6.67,-2.153
2024-07-19,MIN,95.62,Alcista,-2.511,65.72,0.1069,48.64,29.43,0.73,0.184,61.08,0.0589,100.0,20.1,0.8,0.332,61.0,0.7637,38.73,39.79,4.82,0.796,55.48,0.1977,65.74,14.75,1.88,0.132,39.2,-1.2297,48.59,24.91,7.62,-2.382
2024-07-20,MAX,100.78,Alcista,1.589,45.09,-0.1918,100.0,43.5,0.8,0.01,49.35,-0.0857,88.51,20.68,0.74,0.074,50.13,-0.0135,21.85,13.79,0.74,-0.013,42.26,-0.1163,38.61,15.11,1.9,-0.796,32.27,-1.4396,13.58,29.08,7.14,-3.587
2024-07-20,MIN,98.43,Alcista,-0.78,55.27,0.0374,18.91,25.53,0.34,0.045,58.96,0.0787,27.63,13.97,0.7,0.221,41.03,-0.1408,15.09,17.23,1.46,-0.531,43.73,-0.1339,65.39,27.04,3.5,-0.697,53.86,-1.8879,44.79,35.52,11.88,2.243
2024-07-21,MAX,100.15,Bajista,0.778,15.61,-0.3381,7.43,53.31,2.1,-0.713,44.77,-0.0577,21.08,22.53,1.58,-0.231,34.69,-0.7192,25.54,32.47,4.23,-1.196,43.32,-0.5232,86.92,31.54,2.13,-0.178,56.92,0.4737,90.52,29.29,15.79,4.66
2024-07-21,MIN,94.14,Bajista,-5.27,55.76,0.2197,21.4,22.16,1.56,0.164,72.7,0.4104,100.0,21.99,3.17,1.497,55.0,0.2971,32.18,15.88,2.21,0.043,36.47,-0.6701,46.55,36.37,3.02,-1.036,59.51,0.2382,96.31,29.95,15.21,6.061
2024-07-22,MAX,99.56,Bajista,2.092,40.02,-0.1302,51.52,20.51,0.69,-0.134,27.25,-0.4441,41.23,37.56,2.35,-0.927,34.76,-0.8159,76.39,40.94,3.9,-0.983,31.39,-0.681,26.09,31.45,3.0,-1.974,57.22,0.6656,84.98,28.67,16.29,4.666
2024-07-22,MIN,93.42,Bajista,-4.204,58.96,0.0841,43.74,19.9,0.52,0.131,68.77,0.3976,82.2,33.84,2.76,0.92,36.29,-0.4225,4.73,20.84,3.52,-1.323,46.23,-0.3324,46.74,19.49,4.54,-0.737,59.98,1.3478,90.81,26.94,19.08,5.134
2024-07-23,MAX,96.25,Bajista,0.582,45.69,-0.0041,27.38,18.66,0.77,-0.064,40.81,0.0049,19.72,29.68,1.38,-0.765,42.38,0.0604,27.16,14.52,2.1,-0.723,47.94,-0.2744,53.37,20.38,1.91,-0.097,60.05,1.6588,85.88,27.2,20.11,4.388
2024-07-23,MIN,91.52,Bajista,-4.361,46.48,-0.0323,6.8,20.69,0.45,-0.128,77.9,0.3988,100.0,31.05,3.07,1.688,53.33,0.0126,74.78,13.13,2.09,0.104,32.81,-0.6856,9.51,26.81,3.99,-2.6,58.39,1.5643,47.06,27.12,16.95,2.728
2024-07-24,MAX,94.75,Alcista,0.73,35.33,-0.0872,5.34,22.39,0.72,-0.354,48.53,-0.1943,59.9,23.91,1.24,0.036,51.76,-0.1298,96.08,14.18,1.62,0.226,29.96,-1.5673,10.68,39.45,10.07,-3.61,54.46,1.3474,17.98,26.83,9.9,0.502
2024-07-24,MIN,89.2,Alcista,-5.17,52.38,0.0465,73.14,19.03,0.71,0.092,42.5,-0.252,91.33,56.35,1.15,-0.029,42.72,-0.8602,91.74,53.44,5.71,-0.313,59.68,0.8404,69.7,26.32,14.48,3.339,61.25,1.5994,89.45,28.63,6.45,2.126
2024-07-25,MAX,97.16,Bajista,6.457,47.17,-0.0029,15.67,17.77,1.08,-0.171,29.65,-0.831,9.29,39.64,3.98,-1.686,59.82,0.1763,99.69,15.03,3.34,1.783,52.01,0.7115,3.72,24.16,7.21,-1.441,70.63,2.193,98.76,30.91,8.81,4.357
2024-07-25,MIN,85.61,Bajista,-6.198,62.17,-0.0091,97.46,38.27,0.98,0.656,75.52,1.7136,79.75,58.91,8.13,3.296,50.4,0.8741,7.27,38.17,3.77,-1.438,54.5,1.5257,7.13,29.71,13.62,0.521,69.12,2.0708,98.76,30.2,8.59,4.142
2024-07-26,MAX,103.18,Alcista,12.364,37.95,-0.2229,15.45,18.72,1.42,-0.414,36.43,-0.2282,0.0,15.35,1.95,-0.866,46.16,-0.1569,22.07,20.92,2.11,-0.431,59.79,0.7751,84.71,26.02,4.11,1.592,63.49,2.0422,58.67,30.63,9.22,2.634
2024-07-26,MIN,92.58,Alcista,0.82,35.35,0.0195,0.0,29.22,0.72,-0.535,67.07,0.5399,69.55,18.02,2.65,1.338,65.42,1.9961,39.13,42.7,11.29,1.604,54.93,0.3868,50.44,20.6,4.26,0.21,60.62,2.0751,72.07,30.99,9.15,1.919
2024-07-27,MAX,102.92,Alcista,5.224,52.1,-0.0067,93.84,14.75,0.87,-0.009,51.95,0.0794,38.9,9.61,0.99,-0.016,49.44,-0.1486,93.6,14.71,1.98,0.099,52.31,-0.2275,60.64,15.56,2.73,0.242,63.56,2.4118,49.01,35.3,10.1,4.24
2024-07-27,MIN,97.02,Alcista,-0.808,47.36,-0.0169,43.51,12.68,0.49,-0.047,46.87,0.005,13.63,14.37,1.13,-0.111,71.04,0.5906,89.48,47.04,3.4,1.445,52.19,0.4298,8.44,25.17,2.91,-0.193,72.87,2.3882,91.58,34.78,11.16,4.584
2024-07-28,MAX,101.14,Alcista,0.797,39.41,-0.063,41.76,12.49,0.41,-0.153,47.12,-0.1252,58.5,15.95,1.28,-0.209,50.34,-0.1336,96.62,17.3,1.21,0.103,62.99,0.5278,74.67,23.93,5.35,2.358,63.65,2.4778,65.52,34.03,10.34,3.91
2024-07-28,MIN,97.86,Alcista,-2.472,63.45,0.0724,90.34,21.59,0.53,0.146,61.01,0.0414,99.32,25.23,0.92,0.473,57.51,0.7479,15.0,37.8,5.49,0.737,54.88,1.006,61.63,26.38,5.25,0.624,54.28,3.2172,52.07,31.85,15.39,1.224
2024-07-29,MAX,106.34,Bajista,7.176,58.8,-0.0985,100.0,33.92,1.17,0.424,58.8,0.2983,93.35,20.51,2.21,0.768,48.9,-0.1235,32.19,15.35,3.16,-0.257,60.9,0.6141,87.24,16.64,3.45,1.345,56.84,2.2954,36.51,22.58,13.19,1.911
2024-07-29,MIN,98.66,Bajista,-0.564,66.45,0.4435,67.18,55.73,2.22,0.557,67.96,0.2589,65.54,23.32,1.25,0.921,60.04,0.4054,62.63,30.36,2.73,0.124,55.78,0.9263,49.04,25.98,5.32,0.752,51.52,2.7737,26.88,29.67,15.13,-0.198
2024-07-30,MAX,106.66,Alcista,3.246,37.2,-0.2165,89.67,38.18,1.26,-0.176,45.56,-0.0938,15.13,13.59,1.34,-0.37,44.5,-0.2942,73.99,13.18,2.58,-0.473,63.88,0.9233,90.6,21.47,4.71,1.809,40.22,0.3938,0.0,21.74,15.4,-6.939
2024-07-30,MIN,102.54,Alcista,-0.742,72.79,0.2219,84.47,44.57,1.89,0.508,73.33,0.3362,74.85,34.91,1.69,0.975,48.28,0.2426,40.75,16.98,2.33,-0.378,62.72,0.7567,78.63,16.58,4.56,1.886,43.68,1.0609,8.58,21.96,14.01,-4.927
2024-07-31,MAX,112.32,Alcista,7.203,31.69,-0.2568,12.12,21.13,1.26,-0.558,53.95,-0.3181,86.07,29.52,1.49,0.595,41.12,-0.5109,37.26,27.4,2.99,-0.965,64.92,1.6758,63.03,21.95,14.46,6.523,25.01,-5.4107,0.0,27.57,40.37,-22.737
2024-07-31,MIN,103.98,Alcista,-0.757,64.76,0.346,26.85,42.91,1.62,0.357,61.46,0.389,52.38,39.09,1.81,0.472,55.48,0.2562,76.8,20.08,3.02,0.442,35.53,-0.2082,0.0,23.71,6.57,-3.655,40.16,-0.7488,17.68,20.0,17.08,-8.507
2024-08-01,MAX,117.35,Alcista,8.745,44.34,-0.1573,93.29,22.33,0.54,0.023,36.23,-0.1547,1.21,26.88,2.41,-1.198,54.02,0.436,34.03,15.5,2.88,0.509,43.82,-1.0639,42.22,27.0,11.02,-2.185,52.43,-2.4107,90.47,21.72,37.37,3.175
2024-08-01,MIN,103.55,Alcista,-4.043,68.24,0.331,19.12,41.91,1.59,0.291,47.25,-0.0391,69.33,13.74,1.56,-0.272,76.18,1.94,79.36,46.87,11.29,5.46,57.53,1.782,48.41,15.42,10.76,1.403,44.75,-4.8804,55.05,27.09,40.75,-6.066
2024-08-02,MAX,118.0,Alcista,4.867,33.18,-0.3426,10.41,44.02,2.0,-0.643,26.46,-1.2474,29.17,30.71,6.62,-2.335,40.91,-0.8147,66.25,24.4,4.02,-0.276,47.05,0.5441,51.4,18.85,9.06,-0.358,52.04,-0.6586,98.1,19.72,31.73,4.636
2024-08-02,MIN,106.8,Alcista,-5.086,73.84,0.4818,93.5,30.8,2.32,1.016,48.0,0.0989,15.26,16.15,2.8,-0.132,42.99,-0.3547,66.59,21.95,2.69,-0.693,35.67,-0.7786,0.0,20.24,11.27,-4.822,52.04,-0.6586,98.1,19.72,31.73,4.636
2024-08-03,MAX,116.78,Bajista,4.548,55.22,0.0837,75.36,20.05,0.86,0.157,35.94,-0.6106,64.89,19.92,3.94,-1.352,41.12,-1.8558,78.97,34.98,7.22,-0.866,33.1,-1.8191,7.57,23.78,12.61,-5.85,47.04,-0.6064,41.74,14.77,28.08,1.263
2024-08-03,MIN,102.98,Bajista,-7.807,38.69,0.0778,0.0,28.16,2.74,-1.189,49.86,0.0934,31.32,10.26,3.25,-0.07,55.92,0.1722,81.07,19.85,4.86,1.528,16.91,-5.2455,0.04,35.7,32.69,-16.113,45.13,-1.0265,4.16,13.23,21.68,-1.754
2024-08-04,MAX,112.05,Bajista,3.354,52.87,-0.0673,91.49,24.18,0.86,0.331,48.89,-0.0116,49.0,12.84,1.01,-0.074,24.77,-1.4256,2.94,39.12,9.42,-3.589,43.24,-5.7365,76.68,49.69,35.28,-2.01,48.82,-0.7554,47.2,11.87,10.26,-0.852
2024-08-04,MIN,96.76,Bajista,-10.749,29.32,-0.5141,0.91,40.71,3.23,-1.578,20.28,-2.5361,83.92,63.37,10.88,-3.627,31.79,-3.3548,24.73,68.19,11.69,-4.468,63.54,2.2722,98.43,28.88,33.05,11.369,41.9,-1.2743,9.67,10.48,11.48,-5.634
2024-08-05,MAX,98.9,Bajista,-3.008,50.16,-0.1435,100.0,16.19,0.98,0.213,63.44,1.2171,14.21,37.96,9.24,1.342,47.44,0.8262,3.92,36.36,3.46,-1.833,58.48,1.8496,59.9,30.96,9.54,2.534,42.45,-1.5496,17.68,8.94,10.15,-3.585
2024-08-05,MIN,76.16,Bajista,-25.309,51.86,-0.0129,84.2,27.84,5.62,0.889,45.92,0.3284,9.21,18.0,4.44,-1.44,35.98,-1.5072,37.1,39.34,8.97,-4.225,53.69,1.8933,12.0,25.4,17.18,0.959,45.96,-1.3154,25.53,10.04,11.68,-2.797
2024-08-06,MAX,107.88,Bajista,19.588,48.02,-0.2972,97.14,29.97,1.47,0.228,40.4,-0.4626,9.08,20.92,3.18,-0.921,45.31,0.5286,15.95,28.05,6.22,-0.81,58.77,-0.1074,76.82,16.06,6.6,2.916,42.47,-1.5666,46.12,10.12,8.85,-2.395
2024-08-06,MIN,95.25,Bajista,5.587,84.98,1.196,61.0,60.23,5.75,2.111,66.61,0.897,94.14,34.18,2.75,1.144,44.18,0.2741,2.76,28.68,4.47,-2.049,60.37,1.8864,64.46,31.23,9.23,3.053,40.52,-1.696,7.06,9.41,10.75,-4.447
2024-08-07,MAX,106.39,Alcista,4.083,43.47,-0.0505,9.18,20.35,0.65,-0.258,35.69,-0.5652,54.88,28.13,2.51,-0.573,34.73,-0.6629,0.2,14.62,3.96,-1.885,43.61,-0.4299,5.68,14.45,5.93,-1.518,38.12,-1.7824,11.95,11.76,10.21,-4.2
2024-08-07,MIN,96.5,Alcista,-5.593,54.05,0.1187,60.99,23.54,1.05,0.119,44.97,-0.3662,24.78,20.62,3.27,-0.587,48.85,0.4429,0.0,17.59,5.97,-0.687,48.33,-0.0084,48.51,13.68,6.61,0.465,50.25,-1.1889,83.87,12.24,6.7,1.242
2024-08-08,MAX,103.86,Bajista,3.443,39.28,-0.0788,7.88,21.11,0.56,-0.24,38.49,-0.2967,8.18,18.55,1.97,-0.778,26.39,-1.0145,5.0,32.46,5.21,-2.57,46.32,-0.222,28.65,10.49,5.93,-0.511,46.28,-1.1178,83.62,12.03,6.43,-0.323
2024-08-08,MIN,95.14,Bajista,-5.242,39.01,-0.2684,74.66,40.69,0.73,-0.159,48.24,-0.1961,91.15,28.0,1.05,0.302,62.54,0.0454,100.0,20.18,3.11,1.9,37.81,-0.7592,0.0,12.28,7.04,-2.658,51.86,-0.6992,85.77,12.86,6.54,1.871
2024-08-09,MAX,101.46,Alcista,1.332,41.75,-0.1655,34.74,20.88,0.94,-0.059,43.14,-0.2878,58.16,25.38,1.84,-0.253,48.31,-0.2233,77.56,14.11,2.2,-0.136,42.77,-0.5666,68.09,20.34,2.64,-0.341,53.44,-0.1304,74.78,14.87,7.34,2.573
2024-08-09,MIN,93.56,Alcista,-6.558,63.22,0.1325,93.08,24.39,0.81,0.327,52.94,0.1279,40.85,14.74,1.21,0.196,52.05,0.1341,79.21,19.12,1.86,0.237,38.83,-0.7528,16.86,27.67,3.6,-1.101,67.01,0.914,93.57,18.46,11.95,8.836
2024-08-10,MAX,97.1,Bajista,-0.003,43.82,-0.1058,70.19,14.66,0.57,-0.01,49.74,-0.0099,38.52,13.35,0.92,0.031,48.52,-0.06,71.75,8.14,0.65,-0.007,52.59,-0.2293,82.79,19.78,2.85,0.808,67.88,1.8405,98.67,23.09,16.75,8.62
2024-08-10,MIN,92.44,Bajista,-4.802,50.55,0.0366,19.01,23.19,0.55,0.025,57.04,0.1875,17.2,25.35,1.54,0.193,52.32,0.2215,55.04,20.36,2.4,0.232,33.92,-0.704,18.97,24.28,5.15,-2.62,71.69,2.9415,97.01,31.79,20.01,8.606
2024-08-11,MAX,96.13,Bajista,1.98,35.68,-0.1442,44.75,27.41,0.76,-0.295,31.64,-0.3781,51.76,40.16,2.08,-0.766,50.84,-0.1876,65.83,17.37,1.68,0.355,47.5,0.3216,76.93,21.8,7.17,0.142,65.89,3.3799,56.14,40.11,21.29,6.033
2024-08-11,MIN,90.76,Bajista,-3.717,50.03,-0.0303,84.57,30.29,0.59,0.088,43.09,-0.1353,8.86,23.61,1.95,-0.521,43.92,-0.382,71.67,29.49,1.75,-0.221,60.98,0.4678,52.84,17.98,5.66,2.188,56.04,3.1496,35.08,43.69,20.22,2.0
