Trade_ID,Side,Entry_Time,Entry_Price,SL,TP,status,PnL_Pct,Exit_Price,Exit_Time,Capital_Acumulado,PnL_USD
EW3_L_1226,LONG,2025-12-26 17:15:00,154.96,150.9614,166.60560000000004,CLOSED,-0.25804078471863773,150.9614,2025-12-29 12:00:00,0.010482807801000055,-0.0036457421045696385
EW3_L_0102,LONG,2026-01-02 02:30:00,148.36,144.23520000000002,152.33808000000002,CLOSED,0.26813696414127836,152.33808000000002,2026-01-02 10:00:00,0.01329363606043672,0.002810828259436665
EW3_L_0103,LONG,2026-01-03 20:15:00,160.33,156.9513,194.69512000000003,CLOSED,-0.21073411089627697,156.9513,2026-01-20 15:00:00,0.010492213484661901,-0.002801422575774818
EW3_L_0123,LONG,2026-01-23 07:00:00,157.57,154.25485,173.81498000000002,CLOSED,-0.21039220663831876,154.25485,2026-01-25 14:15:00,0.00828473353710356,-0.0022074799475583413
EW3_S_0201,SHORT,2026-02-01 18:15:00,126.14,131.052,101.74522000000002,CLOSED,1.9339448232123024,101.74522000000002,2026-02-05 21:45:00,0.024306951072878336,0.016022217535774777
EW3_S_0207,SHORT,2026-02-07 12:30:00,112.94,116.92169999999999,61.926659999999984,CLOSED,-0.35255002656277573,116.92169999999999,2026-02-13 15:15:00,0.01573753482647499,-0.008569416246403347
EW3_L_0216,LONG,2026-02-16 05:45:00,125.33,121.86760000000001,155.60046,CLOSED,-0.2762626665602799,121.86760000000001,2026-02-18 19:45:00,0.011389841490227738,-0.004347693336247253
EW3_L_0220,LONG,2026-02-20 12:45:00,124.11,121.86760000000001,133.75746,CLOSED,-0.18067843042462245,121.86760000000001,2026-02-20 13:30:00,0.009331942806988148,-0.0020578986832395906
EW3_S_0221,SHORT,2026-02-21 05:30:00,116.79,120.51959999999998,100.26129999999999,CLOSED,-0.3193424094528621,120.51959999999998,2026-02-21 09:15:00,0.006351857706128247,-0.0029800851008599002
EW3_L_0225,LONG,2026-02-25 05:45:00,116.57,112.3554,121.01,CLOSED,0.380887020674274,121.01,2026-02-25 15:30:00,0.008771197863562362,0.002419340157434116
EW3_S_0301,SHORT,2026-03-01 14:15:00,114.86,119.26334999999999,91.34198,CLOSED,-0.38336670729583744,119.26334999999999,2026-03-02 15:00:00,0.005408612619568175,-0.003362585243994187
EW3_S_0305,SHORT,2026-03-05 09:45:00,116.74,119.48444999999998,87.87294000000001,CLOSED,-0.23509080006852717,119.48444999999998,2026-03-16 06:30:00,0.00413709755157316,-0.0012715150679950148
EW3_L_0318,LONG,2026-03-18 07:00:00,120.99,118.206,143.18326,CLOSED,-0.23010166129432116,118.206,2026-03-18 11:30:00,0.003185144532019507,-0.0009519530195536526
EW3_S_0319,SHORT,2026-03-19 05:15:00,115.97,119.67539999999998,103.5472,CLOSED,1.071208071052858,103.5472,2026-03-27 10:30:00,0.006597097062188681,0.003411952530169174
EW3_L_0331,LONG,2026-03-31 01:00:00,97.37,95.5797,107.93612,CLOSED,-0.18386566704323734,95.5797,2026-04-02 02:00:00,0.005384117410300378,-0.0012129796518883032
